	secid	ts	pr_open	pr_high	pr_low	pr_close	pr_change	trades	vol	val	pr_std	disb	pr_vwap	trades_b	vol_b	val_b	pr_vwap_b	trades_s	vol_s	val_s	pr_vwap_s
145	SBER	2023-12-04 13:30:00	274.26	274.26	273.47	273.72	-0.1969	750	38314	104909999.0	0.0001	0.1	273.82	378	21136	57876492.0	273.83	372	17178	47033506.0	273.8
146	SBER	2023-12-04 13:35:00	273.72	273.84	273.54	273.61	-0.0402	659	21124	57808402.0	0.0	0.04	273.66	315	10957	29984201.0	273.65	344	10167	27824201.0	273.67
147	SBER	2023-12-04 13:40:00	273.62	273.64	273.32	273.32	-0.1096	698	24928	68185157.0	0.0	0.07	273.53	374	13316	36421220.0	273.51	324	11612	31763936.0	273.54
148	SBER	2023-12-04 13:45:00	273.32	273.32	272.75	272.77	-0.2012	1003	30880	84313886.0	0.0	0.04	273.04	524	16053	43832467.0	273.05	479	14827	40481418.0	273.03
149	SBER	2023-12-04 13:50:00	272.77	273.05	272.25	272.75	-0.0073	1225	41019	111852206.0	0.0001	-0.05	272.68	628	19568	53357463.0	272.68	597	21451	58494743.0	272.69
150	SBER	2023-12-04 13:55:00	272.76	273.0	272.18	272.2	-0.2053	860	30030	81891402.0	0.0001	-0.06	272.7	406	14059	38333724.0	272.66	454	15971	43557678.0	272.73
151	SBER	2023-12-04 14:00:00	272.19	272.59	272.16	272.57	0.1396	849	31433	85605649.0	0.0001	0.09	272.34	454	17196	46832653.0	272.35	395	14237	38772995.0	272.34
152	SBER	2023-12-04 14:05:00	272.57	273.14	272.55	273.1	0.1944	522	8869	24206112.0	0.0001	-0.08	272.93	252	4076	11125748.0	272.96	270	4793	13080363.0	272.91
153	SBER	2023-12-04 14:10:00	273.05	273.07	272.78	272.89	-0.0586	571	13301	36299639.0	0.0001	-0.06	272.91	294	6235	17016862.0	272.92	277	7066	19282777.0	272.9
154	SBER	2023-12-04 14:15:00	272.9	273.26	272.84	273.26	0.1319	358	9658	26376705.0	0.0001	-0.1	273.11	163	4363	11917638.0	273.15	195	5295	14459066.0	273.07
155	SBER	2023-12-04 14:20:00	273.27	273.4	273.25	273.37	0.0366	239	10905	29808940.0	0.0	0.05	273.35	122	5712	15613634.0	273.35	117	5193	14195305.0	273.35
156	SBER	2023-12-04 14:25:00	273.38	273.4	273.09	273.4	0.0073	498	29694	81156251.0	0.0001	0.06	273.31	290	15730	42990434.0	273.3	208	13964	38165816.0	273.32
157	SBER	2023-12-04 14:30:00	273.33	273.4	273.26	273.34	0.0037	1242	7173	19608354.0	0.0	-0.12	273.36	624	3152	8616104.0	273.35	618	4021	10992250.0	273.37
158	SBER	2023-12-04 14:35:00	273.33	273.5	273.3	273.46	0.0476	235	11462	31337094.0	0.0001	-0.43	273.4	117	3239	8855296.0	273.4	118	8223	22481797.0	273.4
159	SBER	2023-12-04 14:40:00	273.45	273.46	273.25	273.37	-0.0293	220	8211	22445332.0	0.0001	0.06	273.36	102	4352	11896819.0	273.36	118	3859	10548512.0	273.35
160	SBER	2023-12-04 14:45:00	273.37	273.47	273.36	273.46	0.0329	162	8953	24480208.0	0.0	0.14	273.43	84	5107	13964163.0	273.43	78	3846	10516044.0	273.43
161	SBER	2023-12-04 14:50:00	273.45	273.52	273.44	273.44	-0.0037	300	8818	24115104.0	0.0	-0.06	273.48	150	4124	11277945.0	273.47	150	4694	12837158.0	273.48
162	SBER	2023-12-04 14:55:00	273.44	273.48	273.15	273.25	-0.0695	281	12403	33897404.0	0.0001	0.07	273.3	152	6616	18080476.0	273.28	129	5787	15816927.0	273.32
163	SBER	2023-12-04 15:00:00	273.25	273.33	273.15	273.24	-0.0037	260	13852	37849629.0	0.0001	-0.01	273.24	132	6843	18698197.0	273.25	128	7009	19151431.0	273.24
164	SBER	2023-12-04 15:05:00	273.26	273.47	273.25	273.44	0.0659	233	11789	32227530.0	0.0001	0.14	273.37	125	6726	18386902.0	273.37	108	5063	13840627.0	273.37
165	SBER	2023-12-04 15:10:00	273.44	273.45	273.34	273.41	-0.011	409	17259	47191486.0	0.0001	-0.01	273.43	194	8512	23274072.0	273.43	215	8747	23917414.0	273.44
166	SBER	2023-12-04 15:15:00	273.43	273.48	273.24	273.4	-0.011	251	14326	39161178.0	0.0001	-0.1	273.36	129	6433	17586761.0	273.38	122	7893	21574416.0	273.34
167	SBER	2023-12-04 15:20:00	273.39	273.41	273.02	273.02	-0.1353	342	18067	49366213.0	0.0001	-0.04	273.24	158	8700	23770576.0	273.23	184	9367	25595637.0	273.25
168	SBER	2023-12-04 15:25:00	273.06	273.19	273.05	273.15	0.033	115	1754	4791167.0	0.0	0.01	273.16	66	885	2417420.0	273.15	49	869	2373747.0	273.16
169	SBER	2023-12-04 15:30:00	273.16	273.5	273.15	273.5	0.1245	143	7254	19821543.0	0.0001	-0.09	273.25	73	3284	8975117.0	273.3	70	3970	10846425.0	273.21
170	SBER	2023-12-04 15:35:00	273.5	273.67	273.49	273.67	0.0622	230	7014	19189855.0	0.0	-0.15	273.59	116	2980	8153124.0	273.59	114	4034	11036731.0	273.59
171	SBER	2023-12-04 15:40:00	273.67	273.67	273.57	273.59	-0.0292	160	5429	14853866.0	0.0	-0.04	273.6	67	2618	7162783.0	273.6	93	2811	7691083.0	273.61
172	SBER	2023-12-04 15:45:00	273.64	274.19	273.59	274.05	0.1498	567	32569	89234022.0	0.0001	-0.12	273.98	253	14335	39274892.0	273.98	314	18234	49959129.0	273.99
173	SBER	2023-12-04 15:50:00	274.03	274.16	274.02	274.07	0.0146	157	6052	16587848.0	0.0	0.08	274.09	88	3270	8963087.0	274.1	69	2782	7624760.0	274.07
174	SBER	2023-12-04 15:55:00	274.03	274.1	273.89	273.94	-0.0328	267	9123	24998301.0	0.0	-0.05	274.01	128	4337	11883748.0	274.01	139	4786	13114553.0	274.02
175	SBER	2023-12-04 16:00:00	273.88	274.1	273.88	274.09	0.0767	244	8473	23216836.0	0.0001	-0.11	274.01	121	3768	10324687.0	274.01	123	4705	12892149.0	274.01
176	SBER	2023-12-04 16:05:00	274.1	274.18	274.1	274.16	0.0219	272	7296	20002252.0	0.0	0.09	274.15	150	3977	10903182.0	274.16	122	3319	9099070.0	274.15
177	SBER	2023-12-04 16:10:00	274.16	274.16	273.73	273.73	-0.1568	303	8421	23070557.0	0.0001	0.09	273.96	149	4597	12594514.0	273.97	154	3824	10476042.0	273.96
178	SBER	2023-12-04 16:15:00	273.72	273.73	273.06	273.25	-0.1717	549	30339	82921111.0	0.0001	-0.02	273.32	260	14839	40556585.0	273.31	289	15500	42364526.0	273.32
179	SBER	2023-12-04 16:20:00	273.24	273.46	273.24	273.38	0.0512	175	4606	12591345.0	0.0001	0.03	273.37	86	2367	6470350.0	273.36	89	2239	6120994.0	273.38
180	SBER	2023-12-04 16:25:00	273.38	273.38	273.26	273.26	-0.0439	215	6624	18103932.0	0.0001	0.11	273.31	107	3669	10027722.0	273.31	108	2955	8076210.0	273.31
181	SBER	2023-12-04 16:30:00	273.27	273.29	273.15	273.29	0.0073	345	10687	29202544.0	0.0	0.54	273.25	195	8248	22538045.0	273.25	150	2439	6664498.0	273.25
182	SBER	2023-12-04 16:35:00	273.29	273.59	273.28	273.47	0.0659	366	11523	31507738.0	0.0001	-0.19	273.43	171	4681	12799234.0	273.43	195	6842	18708504.0	273.44
183	SBER	2023-12-04 16:40:00	273.46	273.77	273.46	273.74	0.1024	265	11755	32168835.0	0.0001	0.1	273.66	142	6440	17623677.0	273.66	123	5315	14545157.0	273.66
184	SBER	2023-12-04 16:45:00	273.74	274.0	273.73	273.84	0.0365	314	10883	29807300.0	0.0001	-0.12	273.89	160	4777	13083739.0	273.89	154	6106	16723560.0	273.89
185	SBER	2023-12-04 16:50:00	273.87	273.89	273.59	273.73	-0.0511	386	10691	29270576.0	0.0	-0.06	273.79	183	5034	13781846.0	273.78	203	5657	15488729.0	273.8
186	SBER	2023-12-04 16:55:00	273.73	273.73	273.43	273.5	-0.084	219	10626	29068438.0	0.0001	0.26	273.56	111	6695	18314737.0	273.56	108	3931	10753700.0	273.56
187	SBER	2023-12-04 17:00:00	273.45	273.49	273.26	273.45	0.0	155	3893	10641389.0	0.0001	-0.13	273.35	74	1691	4622168.0	273.34	81	2202	6019221.0	273.35
188	SBER	2023-12-04 17:05:00	273.45	273.5	273.39	273.48	0.011	171	10582	28940337.0	0.0001	0.29	273.49	80	6825	18665485.0	273.49	91	3757	10274851.0	273.49
189	SBER	2023-12-04 17:10:00	273.48	273.49	273.1	273.17	-0.1134	263	8123	22202877.0	0.0	-0.02	273.33	118	3994	10918360.0	273.37	145	4129	11284516.0	273.3
190	SBER	2023-12-04 17:15:00	273.16	273.37	273.15	273.21	0.0183	603	15357	41965288.0	0.0	0.07	273.26	346	8242	22521678.0	273.26	257	7115	19443610.0	273.28
191	SBER	2023-12-04 17:20:00	273.2	273.2	272.34	272.39	-0.2965	1124	42650	116285615.0	0.0001	0.09	272.65	612	23224	63315536.0	272.63	512	19426	52970079.0	272.68
192	SBER	2023-12-04 17:25:00	272.38	272.59	272.32	272.55	0.0624	509	28969	78914691.0	0.0	0.07	272.41	252	15470	42141432.0	272.41	257	13499	36773258.0	272.41
193	SBER	2023-12-04 17:30:00	272.56	272.61	272.2	272.2	-0.1321	423	22034	60020876.0	0.0	0.14	272.4	221	12600	34320467.0	272.38	202	9434	25700409.0	272.42
194	SBER	2023-12-04 17:35:00	272.2	272.21	271.66	271.93	-0.0992	1609	82484	224326986.0	0.0001	0.15	271.96	828	47633	129548797.0	271.97	781	34851	94778189.0	271.95
195	SBER	2023-12-04 17:40:00	271.94	272.05	271.92	272.04	0.0368	329	45663	124210972.0	0.0	-0.23	272.02	160	17492	47582187.0	272.02	169	28171	76628784.0	272.01
196	SBER	2023-12-04 17:45:00	272.04	272.06	272.02	272.05	0.0037	350	17536	47704568.0	0.0	0.14	272.04	186	10004	27214759.0	272.04	164	7532	20489808.0	272.04
197	SBER	2023-12-04 17:50:00	272.05	272.06	272.02	272.02	-0.011	287	14295	38886213.0	0.0	0.1	272.03	142	7844	21337761.0	272.03	145	6451	17548452.0	272.03
198	SBER	2023-12-04 17:55:00	272.03	272.07	271.5	271.51	-0.1912	1006	65615	178257689.0	0.0001	-0.13	271.67	482	28406	77173555.0	271.68	524	37209	101084134.0	271.67
199	SBER	2023-12-04 18:00:00	271.51	272.0	271.5	271.99	0.1768	448	19706	53561566.0	0.0001	-0.02	271.8	211	9648	26222388.0	271.79	237	10058	27339178.0	271.82
200	SBER	2023-12-04 18:05:00	271.99	272.15	271.83	272.15	0.0588	628	27935	75968547.0	0.0001	-0.1	271.95	305	12563	34164485.0	271.95	323	15372	41804062.0	271.95
201	SBER	2023-12-04 18:10:00	272.14	272.68	272.14	272.25	0.0404	571	28618	77959882.0	0.0001	-0.08	272.42	269	13220	36015707.0	272.43	302	15398	41944175.0	272.4
202	SBER	2023-12-04 18:15:00	272.24	272.24	272.17	272.23	-0.0037	278	6667	18148029.0	0.0	0.33	272.21	146	4420	12031350.0	272.2	132	2247	6116679.0	272.22
203	SBER	2023-12-04 18:20:00	272.23	272.26	272.17	272.18	-0.0184	299	13483	36699650.0	0.0	0.08	272.19	148	7286	19831996.0	272.19	151	6197	16867654.0	272.19
204	SBER	2023-12-04 18:25:00	272.18	272.37	272.17	272.36	0.0661	315	12572	34223524.0	0.0	-0.09	272.22	150	5750	15652137.0	272.21	165	6822	18571387.0	272.23
205	SBER	2023-12-04 18:30:00	272.36	272.68	272.33	272.6	0.0881	273	16138	43978936.0	0.0001	0.13	272.52	147	9140	24908031.0	272.52	126	6998	19070905.0	272.52
206	SBER	2023-12-04 18:35:00	272.59	272.6	272.5	272.53	-0.022	235	9398	25615066.0	0.0001	-0.12	272.56	127	4115	11216158.0	272.57	108	5283	14398908.0	272.55
207	SBER	2023-12-04 18:40:00	272.52	272.6	272.4	272.41	-0.0404	250	15805	43073910.0	0.0001	0.15	272.53	115	9073	24726369.0	272.53	135	6732	18347540.0	272.54
208	SBER	2023-12-05 10:05:00	271.97	272.2	271.51	272.0	0.011	1549	81047	220406894.0	0.0001	-0.16	271.95	760	34189	92970792.0	271.93	789	46858	127436101.0	271.96
209	SBER	2023-12-05 10:10:00	272.0	273.45	272.0	273.06	0.3897	2176	90455	246950827.0	0.0001	-0.11	273.01	989	40164	109653200.0	273.01	1187	50291	137297627.0	273.01
210	SBER	2023-12-05 10:15:00	273.0	273.3	272.6	272.79	-0.0769	1218	58307	159200261.0	0.0001	-0.1	273.04	603	26190	71503990.0	273.02	615	32117	87696270.0	273.05
211	SBER	2023-12-05 10:20:00	272.79	272.91	272.75	272.78	-0.0037	641	24846	67786030.0	0.0	-0.21	272.82	307	9765	26641718.0	272.83	334	15081	41144311.0	272.82
212	SBER	2023-12-05 10:25:00	272.78	272.78	271.88	271.88	-0.3299	1294	59356	161606673.0	0.0001	-0.29	272.27	629	21078	57384026.0	272.25	665	38278	104222647.0	272.28
213	SBER	2023-12-05 10:30:00	271.89	272.25	271.29	271.3	-0.217	998	45458	123549706.0	0.0001	-0.01	271.79	484	22604	61436955.0	271.8	514	22854	62112750.0	271.78
214	SBER	2023-12-05 10:35:00	271.3	272.03	271.29	271.95	0.2396	948	40169	109112058.0	0.0001	-0.07	271.63	452	18633	50620551.0	271.67	496	21536	58491507.0	271.6
215	SBER	2023-12-05 10:40:00	271.96	272.35	271.75	272.03	0.0257	887	30331	82529082.0	0.0001	-0.02	272.09	455	14936	40638715.0	272.09	432	15395	41890366.0	272.1
216	SBER	2023-12-05 10:45:00	272.03	272.7	271.98	272.38	0.1287	913	58043	158176093.0	0.0001	-0.16	272.52	475	24422	66547104.0	272.49	438	33621	91628989.0	272.53
217	SBER	2023-12-05 10:50:00	272.39	272.43	272.16	272.19	-0.0734	546	16315	44423234.0	0.0001	-0.09	272.28	251	7408	20170781.0	272.28	295	8907	24252453.0	272.29
218	SBER	2023-12-05 10:55:00	272.23	272.33	271.48	271.68	-0.202	874	34683	94277170.0	0.0001	0.03	271.83	460	17929	48738605.0	271.84	414	16754	45538565.0	271.81
219	SBER	2023-12-05 11:00:00	271.66	271.71	271.4	271.63	-0.011	583	34238	92943246.0	0.0001	0.23	271.46	296	20995	56991231.0	271.45	287	13243	35952015.0	271.48
220	SBER	2023-12-05 11:05:00	271.63	271.63	270.6	271.04	-0.2172	2143	77786	210804381.0	0.0	0.08	271.01	1200	42017	113875927.0	271.02	943	35769	96928454.0	270.98
221	SBER	2023-12-05 11:10:00	271.04	271.14	270.57	270.59	-0.166	1074	41022	111115096.0	0.0001	-0.07	270.87	494	19114	51775989.0	270.88	580	21908	59339106.0	270.86
222	SBER	2023-12-05 11:15:00	270.59	271.22	270.54	271.15	0.207	983	46429	125701821.0	0.0001	-0.07	270.74	494	21704	58759463.0	270.73	489	24725	66942358.0	270.75
223	SBER	2023-12-05 11:20:00	271.1	271.22	271.02	271.08	-0.0074	465	14504	39316356.0	0.0	0.06	271.07	228	7655	20750354.0	271.07	237	6849	18566002.0	271.08
224	SBER	2023-12-05 11:25:00	271.07	271.1	270.71	270.81	-0.0959	785	31495	85319048.0	0.0001	0.07	270.9	388	16788	45476690.0	270.89	397	14707	39842358.0	270.91
225	SBER	2023-12-05 11:30:00	270.81	271.1	270.76	271.02	0.0775	1164	32979	89371102.0	0.0	0.25	270.99	597	20590	55799491.0	271.0	567	12389	33571610.0	270.98
226	SBER	2023-12-05 11:35:00	271.0	271.09	270.92	271.08	0.0295	707	18172	49253294.0	0.0001	0.01	271.04	373	9221	24992720.0	271.04	334	8951	24260573.0	271.04
227	SBER	2023-12-05 11:40:00	271.09	271.09	270.85	270.85	-0.0885	732	25392	68800621.0	0.0	0.05	270.95	380	13391	36282824.0	270.95	352	12001	32517797.0	270.96
228	SBER	2023-12-05 11:45:00	270.86	270.97	270.85	270.92	0.0222	487	14390	38981300.0	0.0	-0.1	270.89	260	6452	17477930.0	270.89	227	7938	21503370.0	270.89
229	SBER	2023-12-05 11:50:00	270.93	271.0	270.87	271.0	0.0258	516	21596	58514858.0	0.0	-0.13	270.95	259	9381	25418061.0	270.95	257	12215	33096796.0	270.95
230	SBER	2023-12-05 11:55:00	271.0	271.41	270.99	271.4	0.1476	798	56542	153322590.0	0.0	-0.11	271.17	395	25081	68010764.0	271.16	403	31461	85311825.0	271.17
231	SBER	2023-12-05 12:00:00	271.39	271.39	271.31	271.31	-0.0295	378	10611	28791882.0	0.0	-0.21	271.34	184	4188	11363682.0	271.34	194	6423	17428200.0	271.34
232	SBER	2023-12-05 12:05:00	271.31	271.79	271.06	271.65	0.1253	1110	39935	108396715.0	0.0001	0.15	271.43	576	22895	62140230.0	271.41	534	17040	46256484.0	271.46
233	SBER	2023-12-05 12:10:00	271.65	271.78	271.51	271.63	-0.0074	598	26433	71821482.0	0.0	-0.1	271.71	287	11931	32417315.0	271.71	311	14502	39404166.0	271.72
234	SBER	2023-12-05 12:15:00	271.61	271.74	271.59	271.71	0.0368	356	16522	44884291.0	0.0001	0.28	271.66	193	10577	28734470.0	271.67	163	5945	16149821.0	271.65
235	SBER	2023-12-05 12:20:00	271.7	271.78	271.65	271.78	0.0294	494	13272	36064011.0	0.0	-0.21	271.73	259	5215	14170502.0	271.73	235	8057	21893508.0	271.73
236	SBER	2023-12-05 12:25:00	271.78	271.8	271.59	271.59	-0.0699	460	21399	58149496.0	0.0	0.26	271.74	225	13534	36780409.0	271.76	235	7865	21369087.0	271.7
237	SBER	2023-12-05 12:30:00	271.59	271.6	271.57	271.57	-0.0074	337	13798	37474871.0	0.0	0.13	271.6	165	7808	21206301.0	271.6	172	5990	16268570.0	271.6
238	SBER	2023-12-05 12:35:00	271.58	271.58	271.27	271.28	-0.1105	566	12378	33591959.0	0.0	-0.05	271.38	264	5864	15913611.0	271.38	302	6514	17678347.0	271.39
239	SBER	2023-12-05 12:40:00	271.27	272.18	271.27	272.06	0.2912	1095	40951	111328371.0	0.0	-0.07	271.86	520	19073	51846848.0	271.83	575	21878	59481523.0	271.88
240	SBER	2023-12-05 12:45:00	272.06	272.65	272.0	272.64	0.2132	1166	40653	110756399.0	0.0	-0.02	272.44	554	19868	54131967.0	272.46	612	20785	56624432.0	272.43
241	SBER	2023-12-05 12:50:00	272.64	273.0	272.52	272.53	-0.0403	959	27013	73687643.0	0.0	0.0	272.79	498	13473	36750803.0	272.77	461	13540	36936839.0	272.8
242	SBER	2023-12-05 12:55:00	272.52	272.53	272.07	272.28	-0.0881	607	38079	103685398.0	0.0001	0.2	272.29	316	22775	62008210.0	272.26	291	15304	41677188.0	272.33
243	SBER	2023-12-05 13:00:00	272.28	272.3	272.17	272.3	0.0073	351	11320	30818879.0	0.0001	0.01	272.25	171	5699	15514560.0	272.23	180	5621	15304318.0	272.27
244	SBER	2023-12-05 13:05:00	272.3	272.6	272.3	272.54	0.0881	515	16218	44188188.0	0.0001	0.17	272.46	277	9466	25792230.0	272.47	238	6752	18395958.0	272.45
245	SBER	2023-12-05 13:10:00	272.53	272.63	272.53	272.6	0.0257	368	7324	19962877.0	0.0001	0.1	272.57	189	4015	10943538.0	272.57	179	3309	9019339.0	272.57
246	SBER	2023-12-05 13:15:00	272.61	272.7	272.6	272.7	0.033	496	19442	53014955.0	0.0	-0.04	272.68	232	9329	25438627.0	272.68	264	10113	27576327.0	272.68
247	SBER	2023-12-05 13:20:00	272.7	273.37	272.69	273.25	0.2017	1152	53171	145198349.0	0.0	0.04	273.08	606	27597	75361808.0	273.08	546	25574	69836540.0	273.08
248	SBER	2023-12-05 13:25:00	273.24	273.78	273.24	273.57	0.1208	2082	75687	207035752.0	0.0001	-0.18	273.54	959	31013	84827383.0	273.52	1123	44674	122208369.0	273.56
249	SBER	2023-12-05 13:30:00	273.57	273.79	273.5	273.54	-0.011	787	36083	98735151.0	0.0001	-0.15	273.63	410	15273	41793824.0	273.65	377	20810	56941326.0	273.62
250	SBER	2023-12-05 13:35:00	273.54	273.54	273.01	273.15	-0.1426	799	41558	113547043.0	0.0001	0.0	273.23	399	20852	56979435.0	273.26	400	20706	56567607.0	273.19
251	SBER	2023-12-05 13:40:00	273.15	273.49	273.14	273.49	0.1245	439	5396	14744820.0	0.0	0.06	273.25	231	2870	7842527.0	273.26	208	2526	6902293.0	273.25
252	SBER	2023-12-05 13:45:00	273.5	273.77	273.49	273.72	0.0804	748	40030	109566616.0	0.0	0.15	273.71	362	22919	62734577.0	273.72	386	17111	46832039.0	273.7
253	SBER	2023-12-05 13:50:00	273.72	273.8	273.36	273.62	-0.0365	665	36150	98922301.0	0.0001	-0.02	273.64	323	17764	48603450.0	273.61	342	18386	50318851.0	273.68
254	SBER	2023-12-05 13:55:00	273.6	273.8	273.21	273.79	0.0694	711	52331	143157897.0	0.0002	0.02	273.56	358	26744	73168777.0	273.59	353	25587	69989120.0	273.53
255	SBER	2023-12-05 14:00:00	273.81	273.91	273.6	273.91	0.0365	779	28618	78355812.0	0.0001	0.09	273.8	360	15609	42738249.0	273.81	419	13009	35617563.0	273.79
256	SBER	2023-12-05 14:05:00	273.91	273.95	273.53	273.69	-0.0803	576	21662	59321577.0	0.0001	0.18	273.85	288	12744	34899879.0	273.85	288	8918	24421698.0	273.85
257	SBER	2023-12-05 14:10:00	273.69	274.1	273.68	274.09	0.1462	970	45224	123895243.0	0.0	-0.17	273.96	460	18822	51564239.0	273.96	510	26402	72331003.0	273.96
258	SBER	2023-12-05 14:15:00	274.1	274.33	274.04	274.27	0.062	837	33903	92965004.0	0.0001	0.02	274.21	405	17368	47623563.0	274.2	432	16535	45341441.0	274.21
259	SBER	2023-12-05 14:20:00	274.25	274.63	274.21	274.61	0.1313	1518	42601	116920098.0	0.0	-0.08	274.45	691	19645	53919336.0	274.47	827	22956	63000761.0	274.44
260	SBER	2023-12-05 14:25:00	274.61	274.61	273.87	273.92	-0.2513	866	61195	167779268.0	0.0001	0.07	274.17	440	32622	89441522.0	274.18	426	28573	78337746.0	274.17
261	SBER	2023-12-05 14:30:00	273.92	273.94	273.6	273.64	-0.1022	548	29284	80180494.0	0.0	0.07	273.8	260	15704	42997802.0	273.8	288	13580	37182691.0	273.8
262	SBER	2023-12-05 14:35:00	273.64	274.2	273.64	274.19	0.201	338	16557	45359814.0	0.0	0.13	273.96	171	9332	25567244.0	273.97	167	7225	19792570.0	273.95
263	SBER	2023-12-05 14:40:00	274.19	274.2	273.71	273.85	-0.124	654	14400	39446870.0	0.0	-0.1	273.94	347	6488	17775348.0	273.97	307	7912	21671522.0	273.91
264	SBER	2023-12-05 14:45:00	273.81	274.2	273.81	274.2	0.1424	282	12294	33688417.0	0.0001	-0.07	274.02	136	5706	15635605.0	274.02	146	6588	18052811.0	274.03
265	SBER	2023-12-05 14:50:00	274.16	274.45	274.16	274.42	0.0948	321	12622	34630437.0	0.0	0.03	274.37	155	6505	17847360.0	274.36	166	6117	16783077.0	274.37
266	SBER	2023-12-05 14:55:00	274.43	274.45	274.35	274.45	0.0073	238	10583	29039066.0	0.0	0.32	274.39	121	7001	19210139.0	274.39	117	3582	9828926.0	274.4
267	SBER	2023-12-05 15:00:00	274.44	275.41	274.38	275.11	0.2441	2373	89500	246110800.0	0.0	-0.11	274.98	979	40003	109994812.0	274.97	1394	49497	136115988.0	275.0
268	SBER	2023-12-05 15:05:00	275.14	275.32	275.1	275.26	0.0436	574	28389	78133991.0	0.0001	-0.06	275.23	299	13352	36747510.0	275.22	275	15037	41386481.0	275.23
269	SBER	2023-12-05 15:10:00	275.26	275.49	275.22	275.49	0.0836	591	54129	149040885.0	0.0001	-0.06	275.34	281	25374	69864330.0	275.34	310	28755	79176554.0	275.35
270	SBER	2023-12-05 15:15:00	275.48	276.1	275.48	275.72	0.0871	1698	120140	331440922.0	0.0001	0.02	275.88	886	61086	168530473.0	275.89	812	59054	162910449.0	275.87
271	SBER	2023-12-05 15:20:00	275.69	275.9	275.5	275.5	-0.0689	554	25346	69874409.0	0.0001	0.29	275.68	314	16372	45133225.0	275.67	240	8974	24741184.0	275.7
272	SBER	2023-12-05 15:25:00	275.5	276.09	275.5	276.06	0.2033	687	32432	89456258.0	0.0001	0.16	275.83	360	18890	52103119.0	275.82	327	13542	37353138.0	275.83
273	SBER	2023-12-05 15:30:00	276.06	276.35	276.06	276.22	0.058	1947	59537	164418535.0	0.0	-0.02	276.16	976	29032	80172770.0	276.15	971	30505	84245764.0	276.17
274	SBER	2023-12-05 15:35:00	276.24	276.32	276.1	276.1	-0.0507	503	34682	95784379.0	0.0001	-0.34	276.18	249	11441	31597389.0	276.18	254	23241	64186989.0	276.18
275	SBER	2023-12-05 15:40:00	276.1	276.18	275.67	275.68	-0.1521	656	59576	164425940.0	0.0	0.39	275.99	345	41530	114624996.0	276.01	311	18046	49800944.0	275.97
276	SBER	2023-12-05 15:45:00	275.68	276.05	275.67	275.84	0.058	519	34489	95156220.0	0.0	0.1	275.9	260	19021	52480375.0	275.91	259	15468	42675845.0	275.9
277	SBER	2023-12-05 15:50:00	275.83	275.9	275.25	275.46	-0.1341	819	48860	134648684.0	0.0003	0.02	275.58	408	24956	68769140.0	275.56	411	23904	65879543.0	275.6
278	SBER	2023-12-05 15:55:00	275.44	275.87	275.44	275.63	0.069	445	25494	70292010.0	0.0001	0.03	275.72	212	13078	36058042.0	275.72	233	12416	34233967.0	275.72
279	SBER	2023-12-05 16:00:00	275.59	275.6	275.28	275.28	-0.1125	490	17911	49328995.0	0.0001	-0.05	275.41	242	8531	23495733.0	275.42	248	9380	25833262.0	275.41
280	SBER	2023-12-05 16:05:00	275.29	275.69	275.29	275.58	0.1053	403	21473	59144576.0	0.0001	0.16	275.44	209	12440	34263467.0	275.43	194	9033	24881109.0	275.45
281	SBER	2023-12-05 16:10:00	275.58	275.85	275.42	275.84	0.0943	306	11142	30713921.0	0.0	-0.03	275.66	156	5397	14879309.0	275.7	150	5745	15834611.0	275.62
282	SBER	2023-12-05 16:15:00	275.85	276.26	275.84	276.01	0.058	612	28488	78660820.0	0.0	-0.01	276.12	315	14060	38823914.0	276.13	297	14428	39836905.0	276.11
283	SBER	2023-12-05 16:20:00	276.02	276.02	275.74	275.75	-0.0978	400	10707	29534151.0	0.0	0.01	275.84	205	5392	14874419.0	275.86	195	5315	14659731.0	275.82
284	SBER	2023-12-05 16:25:00	275.75	275.76	275.56	275.71	-0.0145	317	7709	21251625.0	0.0	-0.05	275.67	141	3662	10094989.0	275.67	176	4047	11156636.0	275.68
285	SBER	2023-12-05 16:30:00	275.71	275.75	275.25	275.28	-0.156	580	29614	81573939.0	0.0001	0.1	275.46	322	16306	44912696.0	275.44	258	13308	36661243.0	275.48
286	SBER	2023-12-05 16:35:00	275.32	275.38	274.84	274.98	-0.1235	960	66261	182241256.0	0.0001	0.15	275.04	486	37982	104460848.0	275.03	474	28279	77780408.0	275.05
287	SBER	2023-12-05 16:40:00	274.98	275.3	274.86	275.26	0.1018	584	43355	119272264.0	0.0001	-0.03	275.11	279	20973	57696807.0	275.1	305	22382	61575456.0	275.11
288	SBER	2023-12-05 16:45:00	275.25	275.3	274.98	275.05	-0.0727	412	20459	56289210.0	0.0001	-0.14	275.13	187	8826	24281986.0	275.12	225	11633	32007224.0	275.14
289	SBER	2023-12-05 16:50:00	275.07	275.08	274.93	275.05	-0.0073	437	31690	87146682.0	0.0	0.33	275.0	205	21027	57823822.0	275.0	232	10663	29322860.0	275.0
290	SBER	2023-12-05 16:55:00	275.07	276.0	275.07	275.91	0.3054	772	39252	108283337.0	0.0001	0.03	275.87	380	20296	55990649.0	275.87	392	18956	52292687.0	275.86
291	SBER	2023-12-05 17:00:00	275.93	276.03	275.85	275.99	0.0217	447	20919	57727593.0	0.0	0.04	275.96	224	10929	30159433.0	275.96	223	9990	27568160.0	275.96
