	secid	ts	pr_open	pr_high	pr_low	pr_close	pr_change	trades	vol	val	pr_std	disb	pr_vwap	trades_b	vol_b	val_b	pr_vwap_b	trades_s	vol_s	val_s	pr_vwap_s
583	SBER	2023-12-08 15:20:00	265.22	265.65	265.18	265.6	0.1433	463	16372	43455727.0	0.0	-0.28	265.43	210	5919	15711887.0	265.45	253	10453	27743840.0	265.42
584	SBER	2023-12-08 15:25:00	265.61	265.64	265.24	265.28	-0.1242	472	21282	56500463.0	0.0001	-0.1	265.48	223	9533	25310645.0	265.51	249	11749	31189818.0	265.47
585	SBER	2023-12-08 15:30:00	265.23	265.55	264.75	265.19	-0.0151	2048	105609	279966798.0	0.0001	0.25	265.1	1167	65791	174417829.0	265.11	881	39818	105548968.0	265.08
586	SBER	2023-12-08 15:35:00	265.2	265.37	265.0	265.29	0.0339	434	19204	50924056.0	0.0001	-0.09	265.17	213	8704	23080729.0	265.17	221	10500	27843327.0	265.17
587	SBER	2023-12-08 15:40:00	265.25	265.48	265.1	265.27	0.0075	525	20029	53136955.0	0.0001	-0.34	265.3	254	6656	17655393.0	265.26	271	13373	35481562.0	265.32
588	SBER	2023-12-08 15:45:00	265.26	265.55	265.25	265.42	0.0603	384	14110	37455439.0	0.0001	0.23	265.45	184	8666	23004184.0	265.45	200	5444	14451254.0	265.45
589	SBER	2023-12-08 15:50:00	265.43	265.55	265.41	265.43	0.0	353	12152	32260362.0	0.0001	0.36	265.47	163	8274	21965427.0	265.48	190	3878	10294935.0	265.47
590	SBER	2023-12-08 15:55:00	265.43	265.46	264.8	264.94	-0.1846	766	35866	95057562.0	0.0001	-0.06	265.04	388	16930	44873273.0	265.05	378	18936	50184288.0	265.02
591	SBER	2023-12-08 16:00:00	264.92	265.3	264.9	265.06	0.0528	414	17394	46115619.0	0.0001	-0.09	265.12	194	7930	21026045.0	265.15	220	9464	25089574.0	265.11
592	SBER	2023-12-08 16:05:00	265.07	265.07	264.1	264.48	-0.2226	1662	91481	241897796.0	0.0002	0.05	264.42	896	47963	126833595.0	264.44	766	43518	115064200.0	264.41
593	SBER	2023-12-08 16:10:00	264.59	264.82	264.25	264.62	0.0113	823	57588	152306434.0	0.0001	-0.14	264.48	390	24687	65290797.0	264.47	433	32901	87015637.0	264.48
594	SBER	2023-12-08 16:15:00	264.62	264.64	264.0	264.34	-0.1058	1302	66317	175157171.0	0.0001	0.26	264.12	798	41751	110267944.0	264.11	504	24566	64889227.0	264.14
595	SBER	2023-12-08 16:20:00	264.38	264.38	263.72	264.02	-0.1362	1491	88914	234714118.0	0.0001	-0.1	263.98	783	39864	105229464.0	263.97	708	49050	129484654.0	263.99
596	SBER	2023-12-08 16:25:00	264.01	264.16	264.0	264.15	0.053	578	24451	64569047.0	0.0001	-0.16	264.08	281	10231	27016454.0	264.06	297	14220	37552593.0	264.08
597	SBER	2023-12-08 16:30:00	264.15	264.16	263.89	264.04	-0.0416	815	19545	51593749.0	0.0	-0.1	263.97	388	8834	23319688.0	263.98	427	10711	28274061.0	263.97
598	SBER	2023-12-08 16:35:00	264.03	264.41	264.0	264.21	0.0682	672	22882	60453294.0	0.0001	0.05	264.2	323	11971	31626786.0	264.2	349	10911	28826508.0	264.2
599	SBER	2023-12-08 16:40:00	264.2	264.81	264.19	264.54	0.1287	770	38123	100845729.0	0.0001	0.07	264.53	399	20454	54109864.0	264.54	371	17669	46735864.0	264.51
600	SBER	2023-12-08 16:45:00	264.52	264.69	264.19	264.19	-0.1248	528	24669	65247688.0	0.0001	0.2	264.49	259	14745	39000319.0	264.5	269	9924	26247369.0	264.48
601	SBER	2023-12-08 16:50:00	264.19	264.69	264.19	264.61	0.159	586	11994	31715897.0	0.0001	0.11	264.43	304	6645	17571394.0	264.43	282	5349	14144502.0	264.43
602	SBER	2023-12-08 16:55:00	264.62	264.69	264.49	264.51	-0.0416	393	9775	25867972.0	0.0001	-0.16	264.63	192	4121	10905035.0	264.62	201	5654	14962937.0	264.64
603	SBER	2023-12-08 17:00:00	264.56	264.82	264.56	264.8	0.0907	424	18702	49502184.0	0.0	0.39	264.69	208	12990	34382776.0	264.69	216	5712	15119408.0	264.7
604	SBER	2023-12-08 17:05:00	264.81	265.0	264.75	264.99	0.068	656	23795	63030920.0	0.0001	-0.29	264.89	324	8477	22453788.0	264.88	332	15318	40577131.0	264.9
605	SBER	2023-12-08 17:10:00	264.97	265.0	264.72	264.72	-0.0944	495	20520	54364519.0	0.0001	-0.4	264.93	209	6189	16396603.0	264.93	286	14331	37967915.0	264.94
606	SBER	2023-12-08 17:15:00	264.73	265.0	264.7	264.98	0.0944	358	17740	46992741.0	0.0001	-0.06	264.9	202	8365	22157200.0	264.88	156	9375	24835541.0	264.91
607	SBER	2023-12-08 17:20:00	264.99	265.2	264.98	265.0	0.0038	362	13394	35498499.0	0.0	0.04	265.03	188	6981	18501803.0	265.03	174	6413	16996696.0	265.04
608	SBER	2023-12-08 17:25:00	265.0	265.28	264.91	265.28	0.1057	371	10742	28471951.0	0.0001	-0.25	265.05	178	4008	10622938.0	265.04	193	6734	17849012.0	265.06
609	SBER	2023-12-08 17:30:00	265.27	265.4	264.53	264.56	-0.2677	725	34571	91670049.0	0.0001	-0.08	265.16	351	15949	42289039.0	265.15	374	18622	49381010.0	265.18
610	SBER	2023-12-08 17:35:00	264.57	264.8	264.57	264.79	0.0832	246	6987	18496498.0	0.0	-0.13	264.73	115	3056	8090113.0	264.73	131	3931	10406384.0	264.73
611	SBER	2023-12-08 17:40:00	264.77	264.79	264.7	264.72	-0.0189	237	7634	20208744.0	0.0	0.03	264.72	103	3919	10374324.0	264.72	134	3715	9834419.0	264.72
612	SBER	2023-12-08 17:45:00	264.72	264.76	264.51	264.51	-0.0793	459	18713	49520998.0	0.0001	0.01	264.63	234	9454	25017807.0	264.63	225	9259	24503191.0	264.64
